name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
Incendiary Cloud;8;conjuration;-; 1  action ;-; 150 feet;V,S;-;1 minutes;-;A swirling cloud of sm oke shot through with white-hot A swirling cloud of sm oke shot through with white-hot em bers appears in a 20-foot-radius sphere centered on a point within range. The cloud spreads around corners and is heavily obscured. It lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it.W hen the cloud appears, each creature in it must make a Dexterity saving throw. A creature takes 10d8 fire damage on a failed save, or half as much damage on a successful one. A  creature must also make this saving throw when it enters the spells area for the first time on a turn or ends its turn there.The cloud m oves  10 feet directly away from you in a direction that you choose at the start of each of your turns.
Inflict Wounds;1;necromancy;-; 1  action ;-;touch;V,S;-;instant;-;Make a melee spell attack against a creature you can Make a melee spell attack against a creature you can reach. On a hit, the target takes 3d10 necrotic damage.At Higher Levels. W hen you cast this spell using a spell slot of 2nd level or higher, the damage increases by1d10 for each slot level above  1st.
Insect Plague;5;conjuration;-; 1  action ;-;300 feet;V,S,M;(a few grains of sugar, som ekernels of grain, and a sm ear of fat;concentration; up to  10 minutes;Swarm ing, biting locusts fill a 20-foot-radius sphere Swarm ing, biting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the duration, and its area is lightly obscured. The spheres area is difficult terrain.W hen the area appears, each creature in it must make a Constitution saving throw. A creature takes 4 d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spells area for the first time on a turn or ends its turn there.At Higher Levels. W hen you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th.
Invisibility;2;illusion;-; 1  action ;-;touch;V,S,M;(an eyelash encasedin gum arabic;1 hour;-;A creature you touch becom es invisible until the spell A creature you touch becom es invisible until the spell ends. Anything the target is w earing or carrying is invisible as long as it is on the targets person. The spell ends for a target that attacks or casts a spell.At Higher Levels. W hen you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd.
Jump;1;transmutation;-; 1  action ;-;touch;V,S,M;(a grasshoppers hind leg;1 minutes;-;You touch a creature. The creatures jum p distance is You touch a creature. The creatures jum p distance is tripled until the spell ends.
Knock;2;transmutation;-; 1  action ;-;60 feet;V;-;instant;-;C hoose an object that you can see within range. The C hoose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access.A target that is held shut by a mundane lock or that is stuck or barred becom es unlocked, unstuck, orunbarred. If the object has multiple locks, only one of them is unlocked.If you choose a target that is held shut with arcane lock, that spell is suppressed for  10 minutes, during which time the target can be opened and shut normally.W hen you cast the spell, a loud knock, audible from  as far away as 300 feet, emanates from the target object.
Legend Lore;5;divination;-;10 minutes;-;self;V,S,M;(incense worth at least 250 gp,which the spell consum es, and four ivory strips worthat least 50 gp each;instant;-;Name or describe a person, place, or object. The spell Name or describe a person, place, or object. The spell brings to your mind a brief summ ary of the significant lore about the thing you named. The lore might consist of current tales, forgotten stories, or even secret lore that has never been widely known. If the thing you named isnt of legendary importance, you gain no information. The m ore information you already have about the thing, the m ore precise and detailed the information you receive is.The information you learn is accurate but might be couched in figurative language. For example, if you have a mysterious magic axe on hand, the spell might yield this information: “W oe to the evildoer w hose hand touches the axe, for even the haft slices the hand of the evil ones. Only a true Child of Stone, lover and beloved of Moradin, may awaken the true powers of the axe, and only with the sacred word Rudnogg on the lips.”
Leomunds Secret Chest;4;conjuration;-; 1  action;-;touch;V,S,M;(an exquisite chest, 3 feet by 2 feetby 2 feet, constructed from rare materials worth atleast 5,000 gp, and a Tiny replica made from the samematerials worth at least 50 gp;instant;-;You hide a chest, and all its contents, on the Ethereal You hide a chest, and all its contents, on the Ethereal Plane. You must touch the chest and the miniature replica that serves as a material com ponent for the spell. The chest can contain up to  12 cubic feet of nonliving material (3 feet by 2 feet by 2 feet).W hile the chest remains on the Ethereal Plane, you can use an action and touch the replica to recall the chest. It appears in an unoccupied space on the ground within 5 feet of you. You can send the chest back to the Ethereal Plane by using an action and touching both the chest and the replica.After 60 days, there is a cumulative 5 percent chance per day that the spells effect ends. This effect ends if you cast this spell again, if the smaller replica chest is destroyed, or if you choose to end the spell as an action. If the spell ends and the larger chest is on the Ethereal Plane, it is irretrievably lost.
Leomunds Tiny Hut;3;evocation;True;1 minute;-;self;V,S,M;(a sm all crystal bead;8 hours;-;A 10-foot-radius im mobile dom e o f force springs into A 10-foot-radius im mobile dom e o f force springs into existence around and above you and remains stationary for the duration. The spell ends if you leave its area.Nine creatures of Medium size or smaller can fit inside the dom e with you. The spell fails if its area includes a larger creature or m ore than nine creatures. Creatures and objects within the dom e when you cast this spell can move through it freely. All other creatures and objects are barred from passing through it. Spells and other magical effects cant extend through the dom e or be cast through it. The atmosphere inside the space is comfortable and dry, regardless of the weather outside.Until the spell ends, you can com m and the interior to becom e dimly lit or dark. The dom e is opaque from the outside, of any color you choose, but it is transparent from the inside.
Lesser Restoration;2;abjuration;-; 1  action ;-;touch;V,S;-;instant;-;You touch a creature and can end either one disease or You touch a creature and can end either one disease or one condition afflicting it. The condition can be blinded, deafened, paralyzed, or poisoned.
Levitate;2;transmutation;-;1  action ;-;60 feet;V,S,M;(either a small leather loop or apiece of golden wire bent into a cup shape with a longshank on one end;concentration; up to  10 minutes;One creature or object o f your choice that you can see One creature or object o f your choice that you can see within range rises vertically, up to 20 feet, and remains suspended there for the duration. The spell can levitate a target that w eighs up to 500 pounds. An unwilling creature that succeeds on a Constitution saving throw is unaffected.The target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling), which allows it to move as if it were climbing. You can change the targets altitude by up to 20 feet in either direction on your turn. If you are the target, you can move up or down as part of your move. Otherwise, you can use your action to move the target, which must remain within the spells range.W hen the spell ends, the target floats gently to the ground if it is still aloft.
Light;0;evocation;-; 1  action ;-;touch;V,M;(a firefly or phosphorescent moss;1 hour;-;You touch one object that is no larger than  10 feet in any You touch one object that is no larger than  10 feet in any dimension. Until the spell ends, the object sheds bright light in a 20-foot radius and dim light for an additional 20 feet. The light can be colored as you like. Completely covering the object with som ething opaque blocks the light. The spell ends if you cast it again or dismiss it as an action.If you target an object held or worn by a hostile creature, that creature must succeed on a Dexterity saving throw to avoid the spell.
Lightning Arrow;3;transmutation;-;1 bonus action;-;self;V,S;-;1 minutes;-;The next time you make a ranged w eapon attack during The next time you make a ranged w eapon attack during the spells duration, the w eapons ammunition, or the w eapon itself if its a thrown weapon, transforms into a bolt of lightning. Make the attack roll as normal. The target takes 4d8 lightning damage on a hit, or half as much damage on a miss, instead of the w eapons normal damage.W hether you hit or m iss, each creature within 10 feet of the target must make a Dexterity saving throw. Each of these creatures takes 2d8 lightning damage on a failed save, or half as much damage on a successful one.The piece of ammunition or w eapon then returns to its normal form.A t Higher Levels. W hen you cast this spell using a spell slot of 4th level or higher, the damage for both effects of the spell increases by 1d8 for each slot level above 3rd.
Lightning Bolt;3;evocation;-; 1  action ;-;self;V,S,M;(a bit of fur and a rod of amber,crystal, or glass;instant;-;A stroke of lightning form ing a line  100 feet long and 5 A stroke of lightning form ing a line  100 feet long and 5 feet wide blasts out from you in a direction you choose. Each creature in the line must make a Dexterity saving throw. A creature takes 8d6 lightning damage on a failed save, or half as much damage on a successful one.The lightning ignites flammable objects in the area that arent being worn or carried.A t Higher Levels. W hen you cast this spell using a spell slot o f 4th level or higher, the damage increases by 1d6 for each slot level above 3rd.
Locate Animals or Plants;2;divination;True; 1  action ;-;self;V,S,M;(a bit of fur from a bloodhound;instant;-;D escribe or name a specific kind of beast or plant. D escribe or name a specific kind of beast or plant. Concentrating on the voice of nature in your surroundings, you learn the direction and distance to the closest creature or plant of that kind within 5 miles, if any are present.
Locate Creature;4;divination;-; 1  action ;-;self;V,S,M;(a bit of fur from a bloodhound;1 hour;-;D escribe or name a creature that is familiar to you. You D escribe or name a creature that is familiar to you. You sense the direction to the creatures location, as long as that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.The spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up closewithin 30 feetat least once. If the creature you described or named is in a different form, such as being under the effects of a polymorph spell, this spell doesnt locate the creature.This spell cant locate a creature if running water at least  10 feet wide blocks a direct path between you and the creature.
Locate Object;2;divination;-; 1  action ;-;self;V,S,M;(a forked twig;concentration; up to  10 minutes;D escribe or name an object that is familiar to you. You D escribe or name an object that is familiar to you. You sense the direction to the objects location, as long as that object is within  1,000 feet of you. If the object is in motion, you know the direction of its movement.The spell can locate a specific object known to you, as long as you have seen it up closewithin 30 feetat least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon.This spell cant locate an object if any thickness of lead, even a thin sheet, blocks a direct path between you and the object.
Longstrider;1;transmutation;-; 1  action ;-;touch;V,S,M;(a pinch of dirt;1 hour;-;You touch a creature. The targets speed increases by 10 You touch a creature. The targets speed increases by 10 feet until the spell ends.A t Higher Levels. W hen you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above  1st.
Mage Armor;1;abjuration;-; 1  action ;-;touch;V,S,M;(a piece of cured leather;8 hours;-;You touch a willing creature who isnt wearing armor, You touch a willing creature who isnt wearing armor, and a protective m agical force surrounds it until the spell ends. The targets base AC becom es 13 + its Dexterity modifier. The spell ends if the target dons armor or if you dism iss the spell as an action.
Mage Hand;0;conjuration;-; 1  action ;-;30 feet;V,S;-;1 minutes;-;A spectral, floating hand appears at a point you choose A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration or until you dism iss it as an action. The hand vanishes if it is ever m ore than 30 feet away from you or if you cast this spell again.You can use your action to control the hand. You can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial. You can move the hand up to 30 feet each time you use it.The hand cant attack, activate magic items, or carry m ore than  10 pounds.
Magic Circle;3;abjuration;-;1 minute;-; 10 feet;V,S,M;(holy water or powderedsilver and iron worth at least  100 gp, which thespell consum es;1 hour;-;You create a  10-foot-radius, 20-foot-tall cylinder of You create a  10-foot-radius, 20-foot-tall cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the cylinder intersects with the floor or other surface.Choose one or m ore of the following types of creatures: celestials, elementals, fey, fiends, or undead. The circle affects a creature of the chosen type in the following ways:•  The creature cant willingly enter the cylinder by nonm agical means. If the creature tries to use tele­portation or interplanar travel to do so, it must first succeed on a Charisma saving throw.•  The creature has disadvantage on attack rolls against targets within the cylinder.•  Targets within the cylinder cant be charmed, fright­ened, or possessed by the creature.W hen you cast this spell, you can elect to cause its m agic to operate in the reverse direction, preventing a creature of the specified type from leaving the cylinder and protecting targets outside it.A t Higher Levels. W hen you cast this spell using a spell slot of 4th level or higher, the duration increases by1  hour for each slot level above 3rd.
Magic Jar;6;necromancy;-;1 minute;-;self;V,S,M;(a gem, crystal, reliquary, or som eother ornamental container worth at least 500 gp;Until dispelled or triggered;-;Your body falls into a catatonic state as your soul leaves Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spells material component. W hile your soul inhabits the container, you are aware of your surroundings as if you were in the containers space. You cant move or use reactions. The only action you can take is to project your soul up to  100 feet out of the container, either returning to your living body (and ending the spell) or attempting to possess a humanoids body.You can attempt to possess any humanoid within 100 feet of you that you can see (creatures warded by a protection from evil and good or magic circle spell cant be possessed). The target must make a Charisma saving throw. On a failure, your soul m oves into the targets body, and the targets soul becom es trapped in the container. On a success, the target resists your efforts to possess it, and you cant attempt to possess it again for 24 hours.Once you possess a creatures body, you control it. Your game statistics are replaced by the statistics of the creature, though you retain your alignment and your Intelligence, W isdom , and Charisma scores. You retain the benefit of your own class features. If the target has any class levels, you cant use any of its class features.Meanwhile, the possessed creatures soul can perceive from the container using its own senses, but it cant move or take actions at all.W hile possessing a body, you can use your action to return from the host body to the container if it is within 100 feet of you, returning the host creatures soul to its body. If the host body dies while youre in it, the creature dies, and you must make a Charisma saving throw against your own spellcasting DC. On a success, you return to the container if it is within  100 feet of you. Otherwise, you die.If the container is destroyed or the spell ends, your soul immediately returns to your body. If your body is more than 100 feet away from you or if your body is dead when you attempt to return to it, you die. If another creatures soul is in the container when it is destroyed, the creatures soul returns to its body if the body is alive and within  100 feet. Otherwise, that creature dies.W hen the spell ends, the container is destroyed.
Magic Missile;1;evocation;-; 1  action ;-; 120 feet;V,S;-;instant;-;You create three glowing darts of magical force. Each You create three glowing darts of magical force. Each dart hits a creature of your choice that you can see within range. A dart deals  1d4 + 1  force damage to its target. The darts all strike simultaneously, and you can direct them to hit one creature or several.At Higher Levels. W hen you cast this spell using a spell slot of 2nd level or higher, the spell creates one m ore dart for each slot level above  1st.
Magic Mouth;2;illusion;True;1 minute;-;30 feet;V,S,M;(a small bit of honeycom band jade dust worth at least  10 gp, which thespell consum es;Until dispelled or triggered;-;You implant a m essage within an object in range, a You implant a m essage within an object in range, a m essage that is uttered when a trigger condition is met. Choose an object that you can see and that isnt being worn or carried by another creature. Then speak the message, which must be 25 words or less, though it can be delivered over as long as  10 minutes. Finally, determine the circum stance that will trigger the spell to deliver your message.W hen that circum stance occurs, a magical mouth appears on the object and recites the m essage in your voice and at the same volume you spoke. If the object you chose has a mouth or som ething that looks like a mouth (for example, the mouth of a statue), the magical mouth appears there so that the w ords appear to com e from  the objects mouth. W hen you cast this spell, you can have the spell end after it delivers its message, or it can remain and repeat its m essage whenever the trigger occurs.The triggering circum stance can be as general or as detailed as you like, though it must be based on visual or audible conditions that occur within 30 feet of the object. For example, you could instruct the mouth to speak when any creature m oves within 30 feet of the object or when a silver bell rings within 30 feet of it.
Magic Weapon;2;transmutation;-;1 bonus action;-;touch;V,S;-;1 hour;-;You touch a nonm agical weapon. Until the spell ends, You touch a nonm agical weapon. Until the spell ends, that weapon becom es a magic weapon with a +1  bonus to attack rolls and damage rolls.A t Higher Levels. W hen you cast this spell using a spell slot of 4th level or higher, the bonus increases to +2. W hen you use a spell slot of 6th level or higher, the bonus increases to +3.
Major Image;3;illusion;-; 1  action ;-; 120 feet;V,S,M;(a bit of fleece;concentration; up to  10 minutes;You create the image of an object, a creature, or som e You create the image of an object, a creature, or som e other visible phenom enon that is no larger than a 20-foot cube. The image appears at a spot that you can see within range and lasts for the duration. It seem s completely real, including sounds, smells, and temperature appropriate to the thing depicted. You cant create sufficient heat or cold to cause damage, a sound loud enough to deal thunder damage or deafen a creature, or a smell that might sicken a creature (like a troglodytes stench).As long as you are within range of the illusion, you can use your action to cause the image to move to any other spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an im age of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the illusion to make different sounds at different times, even making it carry on a conversation, for example.Physical interaction with the image reveals it to be an illusion, because things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensory qualities becom e faint to the creature.A t Higher Levels. W hen you cast this spell using a spell slot of 6th level or higher, the spell lasts until dispelled, without requiring your concentration.
Mass Cure Wounds;5;conjuration;-; 1  action ;-;60 feet;V,S;-;instant;-;A  wave of healing energy washes out from  a point of A  wave of healing energy washes out from  a point of your choice within range. C hoose up to six creatures in a 30-foot-radius sphere centered on that point. Each target regains hit points equal to 3d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs.At Higher Levels. W hen you cast this spell using a spell slot of 6th level or higher, the healing increases by 1d8 for each slot level above 5th.
Mass Heal;9;conjuration;-; 1  action ;-;60 feet;V,S;-;instant;-;A flood of healing energy flows from you into injured creatures around you. You restore up to 700 hit points, divided as you choose am ong any number of creatures that you can see within range. Creatures healed by this spell are also cured of all diseases and any effect making them blinded or deafened. This spell has no effect on undead or constructs.
Mass Healing Word;3;evocation;-;1 bonus action;-;60 feet;V;-;instant;-;As you call out w ords of restoration, up to six creatures As you call out w ords of restoration, up to six creatures of your choice that you can see within range regain hit points equal to  1d4 + your spellcasting ability modifier. This spell has no effect on undead or constructs.A t Higher Levels. W hen you cast this spell using a spell slot of 4th level or higher, the healing increases by 1d4 for each slot level above 3rd.
Mass Suggestion;6;enchantment;-; 1  action ;-;60 feet;V,M;(a snakes tongue and either a bit ofhoneycom b or a drop of sweet oil;24 hours;-;You suggest a course of activity (limited to a sentence You suggest a course of activity (limited to a sentence or two) and magically influence up to twelve creatures of your choice that you can see within range and that can hear and understand you. Creatures that cant be charm ed are immune to this effect. The suggestion must be w orded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do som e other obviously harmful act automatically negates the effect of the spell.Each target must make a W isdom  saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course o f action can continue for the entire duration. If the suggested activity can be com pleted in a shorter time, the spell ends w hen the subject finishes what it was asked to do.You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a group of soldiers give all their money to the first beggar they meet. If the condition isnt met before the spell ends, the activity isnt perform ed.If you or any of your com panions damage a creature affected by this spell, the spell ends for that creature.At Higher Levels. W hen you cast this spell using a 7th level spell slot, the duration is  10 days. W hen you use an 8th level spell slot, the duration is 30 days. W hen you use a 9th level spell slot, the duration is a year and a day.
Maze;8;conjuration;-; 1  action ;-;60 feet;V,S;-;concentration; up to  10 minutes;You banish a creature that you can see within range into You banish a creature that you can see within range into a labyrinthine demiplane. The target remains there for the duration or until it escapes the maze.The target can use its action to attempt to escape. W hen it does so, it makes a DC 20 Intelligence check. If it succeeds, it escapes, and the spell ends (a minotaur or goristro dem on automatically succeeds).When the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space.
Meld  into  Stone;3;transmutation;True; 1  action ;-;touch;V,S;-;8 hours;-;You step into a stone object or surface large enough to You step into a stone object or surface large enough to fully contain your body, melding yourself and all the equipment you carry with the stone for the duration. Using your movement, you step into the stone at a point you can touch. Nothing of your presence remains visible or otherwise detectable by nonm agical senses.W hile merged with the stone, you cant see what occurs outside it, and any W isdom  (Perception) checks you make to hear sounds outside it are made with disadvantage. You remain aware of the passage of time and can cast spells on yourself while merged in the stone. You can use your movement to leave the stone where you entered it, which ends the spell. You otherwise cant move.Minor physical damage to the stone doesnt harm you, but its partial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 bludgeoning damage to you. The stones complete destruction (or transmutation into a different substance) expels you and deals 50 bludgeoning damage to you. If expelled, you fall prone in an unoccupied space closest to where you first entered.
MelfsAcid Arrow;2;evocation;-; 1  action ;-;90 feet;V,S,M;(powdered rhubarb leaf and anadders stomach;instant;-;A shim m ering green arrow streaks toward a target A shim m ering green arrow streaks toward a target within range and bursts in a spray of acid. Make a ranged spell attack against the target. On a hit, the target takes 4d4 acid damage immediately and 2d4 acid damage at the end of its next turn. On a miss, the arrow splashes the target with acid for half as much o f the initial damage and no damage at the end of its next turn.A t Higher Levels. W hen you cast this spell using a spell slot of 3rd level or higher, the damage (both initial and later) increases by 1d4 for each slot level above 2nd.
Mending;0;transmutation;-;1 minute;-;touch;V,S,M;(two lodestones;instant;-;This spell repairs a single break or tear in an object This spell repairs a single break or tear in an object you touch, such as a broken chain link, two halves of a broken key, a torn cloak, or a leaking wineskin. As long as the break or tear is no larger than  1  foot in any dimension, you mend it. leaving no trace of the former damage.This spell can physically repair a magic item or construct, but the spell cant restore magic to such an object.
Message;0;transmutation;-; 1  action ;-; 120 feet;V,S,M;(a short piece of copper wire;1 round;-;You point your finger toward a creature within range You point your finger toward a creature within range and w hisper a message. The target (and only the target) hears the m essage and can reply in a whisper that only you can hear.You can cast this spell through solid objects if you are familiar with the target and know it is beyond the barrier. Magical silence.  1  foot of stone,  1  inch of com m on metal, a thin sheet of lead, or 3 feet of w ood blocks the spell. The spell doesnt have to follow a straight line and can travel freely around corners or through openings.
Meteor  Swarm;9;evocation;-; 1  action ;-;1 mile;V,S;-;instant;-;Blazing orbs of fire plummet to the ground at four Blazing orbs of fire plummet to the ground at four different points you can see within range. Each creature in a 40-foot-radius sphere centered on each point you choose must make a Dexterity saving throw. The sphere spreads around corners. A creature takes 20d6 fire damage and 20d6 bludgeoning damage on a failed save, or half as much damage on a successful one. A creature in the area of m ore than one fiery burst is affected only once.The spell dam ages objects in the area and ignites flammable objects that arent being worn or carried.
Mind Blank;8;abjuration;-; 1  action ;-;touch;V,S;-;24 hours;-;Until the spell ends, one willing creature you touch is Until the spell ends, one willing creature you touch is immune to psychic damage, any effect that would senseits em otions or read its thoughts, divination spells, and the charm ed condition. The spell even foils wish spells and spells or effects of similar power used to affect the targets mind or to gain information about the target.
Minor Illusion;0;illusion;-; 1  action ;-;30 feet;S,M;(a bit of fleece;1 minutes;-;You create a sound or an image of an object within You create a sound or an image of an object within range that lasts for the duration. The illusion also ends if you dismiss it as an action or cast this spell again.If you create a sound, its volume can range from a whisper to a scream . It can be your voice, som eone elses voice, a lions roar, a beating of drums, or any other sound you choose. The sound continues unabated throughout the duration, or you can make discrete sounds at different times before the spell ends.If you create an image of an objectsuch as a chair, muddy footprints, or a small chestit must be no larger than a 5-foot cube. The image cant create sound, light, smell, or any other sensory effect. Physical interaction with the image reveals it to be an illusion, because things can pass through it.If a creature uses its action to examine the sound or image, the creature can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the illusion becom es faint to the creature.
Mirage Arcane;7;illusion;-;10 minutes;-;sight;V,S;-;10 days;-;You make terrain in an area up to  1  mile square You make terrain in an area up to  1  mile square look, sound, smell, and even feel like som e other sort of terrain. The terrains general shape remains the same, however. Open fields or a road could be made to resem ble a swamp, hill, crevasse, or som e other difficult or im passable terrain. A pond can be made to seem  like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and sm ooth road.Similarly, you can alter the appearance of structures, or add them where none are present. The spell doesnt disguise, conceal, or add creatures.The illusion includes audible, visual, tactile, and olfactory elements, so it can turn clear ground into difficult terrain (or vice versa) or otherwise impede movement through the area. Any piece of the illusory terrain (such as a rock or stick) that is removed from  the spells area disappears immediately.Creatures with truesight can see through the illusion to the terrains true form however, all other elements of the illusion remain, so while the creature is aware ofthe illusions presence, the creature can still physically interact with the illusion.
Mirror Image;2;illusion;-; 1  action ;-;self;V,S;-;1 minutes;-;Three illusory duplicates of yourself appear in your Three illusory duplicates of yourself appear in your space. Until the spell ends, the duplicates move with you and m im ic your actions, shifting position so its im possible to track which image is real. You can use your action to dismiss the illusory duplicates.Each time a creature targets you with an attack during the spells duration, roll a d20 to determine whether the attack instead targets one of your duplicates.If you have three duplicates, you must roll a 6 or higher to change the attacks target to a duplicate. With two duplicates, you must roll an 8 or higher. With one duplicate, you must roll an  11  or higher.A duplicates AC equals  10 + your Dexterity modifier.If an attack hits a duplicate, the duplicate is destroyed. A duplicate can be destroyed only by an attack that hits it.It ignores all other damage and effects. The spell ends when all three duplicates are destroyed.A creature is unaffected by this spell if it cant see, if it relies on senses other than sight, such as blindsight, or if it can perceive illusions as false, as with truesight.
Mislead;5;illusion;-; 1  action ;-;self;S;-;1 hour;-;You becom e invisible at the same time that an illusory You becom e invisible at the same time that an illusory double of you appears where you are standing. The double lasts for the duration, but the invisibility ends if you attack or cast a spell.You can use your action to move your illusory double up to twice your speed and make it gesture, speak, and behave in whatever way you choose.You can see through its eyes and hear through its ears as if you w ere located where it is. On each of your turns as a bonus action, you can switch from  using its senses to using your own, or back again. W hile you are using its senses, you are blinded and deafened in regard to your own surroundings.
Misty Step;2;conjuration;-;1 bonus action;-;self;V;-;instant;-;Briefly surrounded by silvery mist, you teleport up to 30 Briefly surrounded by silvery mist, you teleport up to 30 feet to an unoccupied space that you can see.
Modify Memory;5;enchantment;-; 1  action ;-;30 feet;V,S;-;1 minutes;-;You attempt to reshape another creatures m em ories. You attempt to reshape another creatures m em ories. One creature that you can see must make a W isdom  saving throw. If you are fighting the creature, it has advantage on the saving throw. On a failed save, the target becom es charm ed by you for the duration. The charm ed target is incapacitated and unaware of its surroundings, though it can still hear you. If it takes any damage or is targeted by another spell, this spell ends, and none of the targets m em ories are modified.W hile this charm lasts, you can affect the targets m em ory of an event that it experienced within the last 24 hours and that lasted no m ore than  10 minutes. You can permanently eliminate all m em ory of the event, allow the target to recall the event with perfect clarity and exacting detail, change its m em ory of the details of the event, or create a m em ory of som e other event.You must speak to the target to describe how its m em ories are affected, and it must be able to understand your language for the modified m em ories to take root. Its mind fills in any gaps in the details of your description. If the spell ends before you have finished describing the modified m em ories, the creatures m em ory isnt altered. Otherwise, the modified m em ories take hold when the spell ends.A m odified m em ory doesnt necessarily affect how a creature behaves, particularly if the m em ory contradicts the creatures natural inclinations, alignment, or beliefs. An illogical modified memory, such as implanting a m em ory of how  much the creature enjoyed dousing itself in acid, is dism issed, perhaps as a bad dream. The DM might deem  a modified m em ory too nonsensical to affect a creature in a significant manner.A remove curse or greater restoration spell cast on the target restores the creatures true memory.A t Higher Levels. If you cast this spell using a spell slot of 6th level or higher, you can alter the targets m em ories of an event that took place up to 7 days ago (6th level), 30 days ago (7th level),  1 year ago (8th level), or any time in the creatures past (9th level).
Moonbeam;2;evocation;-; 1  action ;-; 120 feet;V,S,M;(several seeds of any m oonseedplant and a piece of opalescent feldspar;1 minutes;-;A silvery beam  of pale light shines down in a 5-foot- A silvery beam  of pale light shines down in a 5-foot- radius, 40-foot-high cylinder centered on a point within range. Until the spell ends, dim light fills the cylinder.W hen a creature enters the spells area for the first time on a turn or starts its turn there, it is engulfed in ghostly flames that cause searing pain, and it must make a Constitution saving throw. It takes 2d10 radiantdamage on a failed save, or half as much damage on a successful one.A shapechanger makes its saving throw with disadvantage. If it fails, it also instantly reverts to its original form and cant assume a different form until it leaves the spells light.On each of your turns after you cast this spell, you can use an action to move the beam  60 feet in any direction.A t Higher Levels. W hen you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1dlO for each slot level above 2nd.
Mordenkainens Faithful Hound;4;conjuration;-; 1  action ;-;30 feet;V,S,M;(a tiny silver whistle, a piece ofbone, and a thread;8 hours;-;You conjure a phantom watchdog in an unoccupied You conjure a phantom watchdog in an unoccupied space that you can see within range, where it remains for the duration, until you dism iss it as an action, or until you move m ore than 100 feet away from it.The hound is invisible to all creatures except you and cant be harmed. W hen a Sm all or larger creature com es within 30 feet of it without first speaking the password that you specify when you cast this spell, the hound starts barking loudly. The hound sees invisible creatures and can see into the Ethereal Plane. It ignores illusions.At the start of each of your turns, the hound attempts to bite one creature within 5 feet of it that is hostile to you. The hounds attack bonus is equal to your spellcasting ability modifier + your proficiency bonus.On a hit, it deals 4d8 piercing damage.
